MAL18036198TCE,TDB 24 CAPSULES,NATURAL PRODUCT,00:00.0,00:00.0,58:32.0,C S Z WORLDWIDE SDN. BHD.,NATURE PACK ENTERPRISE
MAL05090115T,MESRAGE KAPSUL Habbatus Sauda 500mg,NATURAL PRODUCT,00:00.0,00:00.0,32:21.0,MESRAGE TRADING & SERVICES SDN BHD,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL20020057T        ,KOREA GINSENG POWDER,NATURAL PRODUCT,00:00.0,00:00.0,33:38.0,GINBIO SDN BHD,GINBIO SDN BHD
MAL06121137T,Americ Korean Ginseng Powder,NATURAL PRODUCT,00:00.0,00:00.0,34:49.0,GINBIO SDN BHD,GINBIO SDN BHD
MAL16060017TC,VITAYANG CHLOROBOIST Powder,NATURAL PRODUCT,00:00.0,00:00.0,35:29.0,AMMAY ENTERPRISE SDN BHD,GINBIO SDN BHD
MAL15025048TC,NZYMEPOP SEAWEED (Eucheuma Cottonii) Vcap,NATURAL PRODUCT,00:00.0,00:00.0,35:59.0,POP GRAPES ENZYME SDN. BHD.,GREEN PLUS NATURAL PLANT PRODUCTS
MAL20172702HA,TP-COLIS 2MIU/G POWDER,VETERINARY ,00:00.0,00:00.0,36:32.0,Thye Pharma Sdn. Bhd,Thye Pharma Sdn. Bhd
MAL17107100HA,YH Colistin Sulfate 10% w/w Granule,VETERINARY,00:00.0,00:00.0,38:57.0,Yenher Agro-products Sdn. Bhd.,Lifecome Biochemistry Co. Ltd.
MAL05051051XRZ,PANADOL SUSPENSION 250MG/5ML,NON PRESCRIPTION,00:00.0,00:00.0,24:37.0,GLAXOSMITHKLINE CONSUMER HEALTHCARE SDN. BHD.,SMITHKLINE BEECHAM
MAL11080010XC,Nutriforte Lactoghurt Chewable Tablets,HEALTH SUPPLEMENT,00:00.0,00:00.0,31:24.0,PHARMAFORTE (MALAYSIA) SDN. BHD.,Cell BioTech Co. Ltd
MAL11065015TC,Ace Worldwide Tongkat Ali,NATURAL PRODUCT,00:00.0,00:00.0,28:42.0,Ace Worldwide Industry Sdn. Bhd.,TST BIOCEUTICAL SDN. BHD.
MAL20033843TC,TONGKAT ALI FORTE,NATURAL PRODUCT,00:00.0,00:00.0,30:02.0,ADVANCED NUTRICS BIOACTIVE,DOT GREEN LIFESCIENCES SDN. BHD.
MAL20031979XCR,TOCO-E (TOCOTRIENOLS 50MG) SOFTGEL CAPSULES,HEALTH SUPPLEMENT,00:00.0,00:00.0,30:24.0,ADVANCED NUTRICS BIOACTIVE,DUOPHARMA MANUFACTURING (BANGI) SDN BHD
MAL17096038TC,Jutawan QM Mutiara 300mg Kapsul,NATURAL PRODUCT,00:00.0,00:00.0,30:44.0,JUTAWAN QM SDN BHD,Reishilab Sdn Bhd
MAL07031081T,Pil Jamu Mekar Sari,NATURAL PRODUCT,36:27.0,36:27.0,31:22.0,NEERA AYU (M) SDN. BHD.,PT NYONYA MENEER
MAL07021395T,Minyak Telon Nyonya Meneer,NATURAL PRODUCT,00:00.0,00:00.0,31:41.0,NEERA AYU (M) SDN. BHD.,PT NYONYA MENEER
MAL07081647TC,DIACOL TONIK,NATURAL PRODUCT,00:00.0,00:00.0,32:06.0,Rrs Ilham Enterprise,PENAWAR INDUSTRIES SDN. BHD.
MAL18036139TC,Phyto-Medicare Subacare Capsule 350mg,NATURAL PRODUCT,00:00.0,00:00.0,33:19.0,Phytomedicare (m) Sdn. Bhd.,SARI TANI DESA SDN. BHD.
MAL18026098TC,Phyto-Medicare Calocare Capsule 350mg,NATURAL PRODUCT,00:00.0,00:00.0,33:39.0,Phytomedicare (m) Sdn. Bhd.,SARI TANI DESA SDN. BHD.
MAL18026161TC,Phyto-Medicare GD Care Capsule 350mg,NATURAL PRODUCT,00:00.0,00:00.0,34:12.0,Phytomedicare (m) Sdn. Bhd.,SARI TANI DESA SDN. BHD.
MAL18026154TC,Phyto-Medicare Hawacare Capsule 350mg,NATURAL PRODUCT,00:00.0,00:00.0,34:33.0,Phytomedicare (m) Sdn. Bhd.,SARI TANI DESA SDN. BHD.
MAL20172929TC,Phyto-Medicare L J King Capsule 350mg,NATURAL PRODUCT,00:00.0,00:00.0,34:51.0,Phytomedicare (m) Sdn. Bhd.,SARI TANI DESA SDN. BHD.
MAL16040035TC,RichCare - F"ovaster 300mg Capsule,NATURAL PRODUCT,00:00.0,00:00.0,35:14.0,PERMATA OASIS ENTERPRISE,SARI TANI DESA SDN. BHD.
MAL15055022NCR,SURBEX CoQ10 CAPSULES,HEALTH SUPPLEMENT,00:00.0,00:00.0,38:23.0,ABBOTT LABORATORIES (M) SDN. BHD.,CATALENT AUSTRALIA PTY LTD
MAL04125500TR,Esberitox N Tablet,NATURAL PRODUCT,00:00.0,00:00.0,25:18.0,QUANSTAR BIOTECH SDN BHD,Schaper & Brummer GmBH & Co. KG
MAL10100224TC,Codi Daylite Capsule,NATURAL PRODUCT,00:00.0,00:00.0,33:57.0,Asia Herbal Biotech Sdn Bhd,TST BIOCEUTICAL SDN. BHD.
MAL19912289XC,SUSUKI SOLUTION,NON PRESCRIPTION,00:00.0,00:00.0,12:47.0,KHENG HENG MEDICAL (M) SDN BHD,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL19912284XCZ,VITAKOO SYRUP,NON PRESCRIPTION,00:00.0,00:00.0,13:34.0,KHENG HENG MEDICAL (M) SDN BHD,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL19912290XC,DEVITA ANTACID TABLET 500MG,NON PRESCRIPTION,00:00.0,00:00.0,14:17.0,KHENG HENG MEDICAL (M) SDN BHD,BIOSIS PHARMACEUTICALS SDN. BHD.
MAL19870414AZ,Royce Metformin F/C Tablet 500mg,PRESCRIPTION,00:00.0,00:00.0,26:07.0,ROYCE PHARMA MANUFACTURING SDN. BHD.,ROYCE PHARMA MANUFACTURING SDN. BHD.
MAL15045100NC,MEGA-Probio Capsules,HEALTH SUPPLEMENT,00:00.0,00:00.0,30:05.0,MEGA LIFESCIENCES SDN. BHD.,Ardeypharm GmbH
MAL12035068NCZ,Shaklee B COMPLEX WITH FOLIC ACID,HEALTH SUPPLEMENT,00:00.0,00:00.0,35:44.0,SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,"Natural Alternatives Int., Inc."
MAL12075001TC,BIO NICE MISTURA QI JU DI HUANG,NATURAL PRODUCT,00:00.0,00:00.0,,Bio Nice Herbal World Sdn Bhd,BIO NICE INDUSTRY SDN BHD
MAL12015021TC,A'DAM JANGGUT (TM) BELIMBING TANAH,NATURAL PRODUCT,00:00.0,00:00.0,,Beautyline Tech,TOKO TENAGA KELUARGA SDN. BHD.
MAL13055002TC,B-CARE IN NATURE,NATURAL PRODUCT,00:00.0,00:00.0,,Ibnu Sina Holistic Medicare Centre,Aning Resources Sdn Bhd (638107-x)
MAL12125006TC,Livyoung Noni Essence,NATURAL PRODUCT,00:00.0,00:00.0,,livyoung lifestyle sdn. bhd.,Sky Nutraceuticals Sdn. Bhd.
MAL11105031N,GNC TRIMAX OMEGA-3 FISH OIL,HEALTH SUPPLEMENT,00:00.0,00:00.0,,ONI Global (Malaysia) Sdn Bhd,NUTRA MANUFACTURING INC
MAL14105002TC,ZINNIA inner care powder,NATURAL PRODUCT,00:00.0,00:00.0,,ZINNIA GLOBAL SDN. BHD.,MING YI HOLDING SDN BHD
MAL12085026TC,REDcyte,NATURAL PRODUCT,00:00.0,00:00.0,,Ibnu Sina Holistic Medicare Centre,Aning Resources Sdn Bhd (638107-x)
MAL13055031TC,RnT HARMONY,NATURAL PRODUCT,00:00.0,00:00.0,,Ibnu Sina Holistic Medicare Centre,Aning Resources Sdn Bhd (638107-x)
MAL12115004TC,BIO NICE MISTURA  ZHI KE,NATURAL PRODUCT,00:00.0,00:00.0,,Bio Nice Herbal World Sdn Bhd,BIO NICE INDUSTRY SDN BHD
MAL12105005TC,BIO NICE MISTURA YIN QIAO,NATURAL PRODUCT,00:00.0,00:00.0,,Bio Nice Herbal World Sdn Bhd,BIO NICE INDUSTRY SDN BHD
MAL12035060NCR,VitaHealth CardiFit,HEALTH SUPPLEMENT,00:00.0,00:00.0,,VITAHEALTH BIOTECH SDN BHD,NORTHRIDGE LABORATORIES INC
MAL12035066N,CAVIARLIERI,HEALTH SUPPLEMENT,00:00.0,00:00.0,,SWISS CAVIARLIERI MALAYSIA SDN BHD,Swiss Caps AG
MAL12035067NCR,Vitamode SUPERBA ? KRILL OIL capsules,HEALTH SUPPLEMENT,00:00.0,00:00.0,,MEDISPEC (M) SDN.BHD,Laboratoria Lambo
MAL13055032TC,MAJUTARA  tablet 180mg,NATURAL PRODUCT,00:00.0,00:00.0,,Pusat Rawatan Homoeopathy Aziz,POLENS (M) SDN BHD
MAL12105033TC,BIO NICE MISTURA LIU WEI DI HUANG,NATURAL PRODUCT,00:00.0,00:00.0,,Bio Nice Herbal World Sdn Bhd,BIO NICE INDUSTRY SDN BHD
MAL12125025TC,Leong Tuck Thong Du Tong Powder,NATURAL PRODUCT,00:00.0,00:00.0,,Leong Tuck Thong Enterprise,TST BIOCEUTICAL SDN. BHD.
MAL12125009TC,BIO NICE MISTURA LONG DAN XIE GAN,NATURAL PRODUCT,00:00.0,00:00.0,,Bio Nice Herbal World Sdn Bhd,BIO NICE INDUSTRY SDN BHD
MAL12095018TC,BIO NICE MISTURA WU WEI,NATURAL PRODUCT,00:00.0,00:00.0,,Bio Nice Herbal World Sdn Bhd,BIO NICE INDUSTRY SDN BHD
MAL12105041TC,BIO NICE MISTURA GUI ZHI,NATURAL PRODUCT,00:00.0,00:00.0,,Bio Nice Herbal World Sdn Bhd,BIO NICE INDUSTRY SDN BHD
MAL12055049NCR,Shaklee ® COQHEALTH PLUS,HEALTH SUPPLEMENT,00:00.0,00:00.0,,SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,SOFT GEL TECHNOLOGIES INC
MAL12115042TC,MANGOSTANA PLUS,NATURAL PRODUCT,00:00.0,00:00.0,,PENAWAR SUFI ENTERPRISE,RPM HERBS INDUSTRIES
MAL12085003NR,Vitamode CoQ10 Ubiquinol 100mg Capsule,HEALTH SUPPLEMENT,00:00.0,00:00.0,,MEDISPEC (M) SDN.BHD,Eckhart Corporation.
MAL12095002NC,Shaklee Optiflora Prebiotic Complex,HEALTH SUPPLEMENT,00:00.0,00:00.0,,SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,"NBTY MANUFACTURING, LLC"
MAL13075009TC,HERBA HARWANIS WARISAN BUMIKU,NATURAL PRODUCT,00:00.0,00:00.0,,Warisan Bumiku Enterprise,POLENS (M) SDN BHD
MAL13075010TC,HERBA  SORF WARISAN BUMIKU,NATURAL PRODUCT,00:00.0,00:00.0,,Warisan Bumiku Enterprise,POLENS (M) SDN BHD
MAL12115046TC,RAJIME KAPSUL BIJI TUNJUK  LANGIT,NATURAL PRODUCT,00:00.0,00:00.0,,rajime enterprise,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL13055040TC,NUR EFFENDI PRODUCTION TELUNJUK LANGIT PLUS capsule 300mg,NATURAL PRODUCT,00:00.0,00:00.0,,NUR EFFENDY PRODUCTION SDN BHD,POLENS (M) SDN BHD
MAL12095034NC,29 NEXENTURY FAIR PLUS SOFT GEL,HEALTH SUPPLEMENT,00:00.0,00:00.0,,Phri Bio-Tech Sdn Bhd,ALPHA LABORATORIES (NZ) LIMITED
MAL15085046N,"SORIA-D VITAMIN-D3 1,000 i.u. Tablet",HEALTH SUPPLEMENT,00:00.0,00:00.0,,Live-Well Nutraceuticals Sdn. Bhd.,PAHANG PHARMACY SDN. BHD.
MAL15085034HA,FLORSYN 25%  ORAL  SOLUTION,VETERINARY ,00:00.0,00:00.0,,Ritma Prestasi Sdn Bhd,Beacons Pharmaceuticals Pte Ltd
MAL15065007N,Live-well® ALPHA LIPOIC ACID 150mg Tablet,HEALTH SUPPLEMENT,00:00.0,00:00.0,,Live-Well Nutraceuticals Sdn. Bhd.,PAHANG PHARMACY SDN. BHD.
MAL15015032NZ,PP Vitamin C 500mg Tablet,HEALTH SUPPLEMENT,00:00.0,00:00.0,,PAHANG PHARMACY SDN. BHD.,PAHANG PHARMACY SDN. BHD.
